WT	drdd	logFC_drdd_WT	PValue_drdd_WT	FDR_drdd_WT
AT3TE60930	0	0	0	1	1
AT3TE60960	0	0	0	1	1
AT3TE60965	0	0	0	1	1
AT3TE60975	0	0	0	1	1
AT3TE60985	0	0	0	1	1
AT3TE60990	0	0	0	1	1
AT3TE61000	0	0	0	1	1
AT3TE61005	0	0	0	1	1
AT3TE61010	0	0	0	1	1
AT3TE61015	0	0	0	1	1
AT3TE61020	0	0	0	1	1
AT3TE61025	0	0	0	1	1
AT3TE61030	0	0	0	1	1
AT3TE61035	0	0	0	1	1
AT3TE61040	0	0	0	1	1
AT3TE61045	0	0	0	1	1
AT3TE61050	0	0	0	1	1
AT3TE61055	0	0	0	1	1
AT3TE61060	0	0	0	1	1
AT3TE61065	0	0	0	1	1
AT3TE61070	0	0	0	1	1
AT3TE61075	0	0	0	1	1
AT3TE61080	0	0	0	1	1
AT3TE61085	0	0	0	1	1
AT3TE61090	0	0	0	1	1
AT3TE61095	0	0	0	1	1
AT3TE61100	0	0	0	1	1
AT3TE61105	0	0	0	1	1
AT3TE61110	0	0	0	1	1
AT3TE61115	0	0	0	1	1
AT3TE61120	0	0	0	1	1
AT3TE61125	0	0	0	1	1
AT3TE61130	0	0	0	1	1
AT3TE61135	0	9.44129144423854	1.84959472583231	0.999999999999999	1
AT3TE61140	0	0	0	1	1
AT3TE61145	0	0	0	1	1
AT3TE61150	0	0	0	1	1
AT3TE61155	0	0	0	1	1
AT3TE61160	0	0	0	1	1
AT3TE61165	0	0	0	1	1
AT3TE61170	0	0	0	1	1
AT3TE61175	0	0	0	1	1
AT3TE61180	0	0	0	1	1
AT3TE61185	0	0	0	1	1
AT3TE61190	0	0	0	1	1
AT3TE61195	0	0	0	1	1
AT3TE61200	0	0	0	1	1
AT3TE61205	0	0	0	1	1
AT3TE61220	0	0	0	1	1
AT3TE61225	0	0	0	1	1
AT3TE61230	0	0	0	1	1
AT3TE61235	0	0	0	1	1
AT3TE61240	0	0	0	1	1
AT3TE61245	0	0	0	1	1
AT3TE61250	0	0	0	1	1
AT3TE61255	0	0	0	1	1
AT3TE61260	0	0	0	1	1
AT3TE61265	0	0	0	1	1
AT3TE61270	0	0	0	1	1
AT3TE61275	0	0	0	1	1
AT3TE61280	0	0	0	1	1
AT3TE61285	0	0	0	1	1
AT3TE61290	0	0	0	1	1
AT3TE61295	0	0	0	1	1
AT3TE61300	0	0	0	1	1
AT3TE61305	0	0	0	1	1
AT3TE61315	0	0	0	1	1
AT3TE61320	0	0	0	1	1
AT3TE61325	0	0	0	1	1
AT3TE61330	0	0	0	1	1
AT3TE61335	0	0	0	1	1
AT3TE61340	0	0	0	1	1
AT3TE61370	0	0	0	1	1
AT3TE61375	0	0	0	1	1
AT3TE61380	0	0	0	1	1
AT3TE61385	0	0	0	1	1
AT3TE61390	0	0	0	1	1
AT3TE61395	0	0	0	1	1
AT3TE61400	0	0	0	1	1
AT3TE61405	0	0	0	1	1
AT3TE61410	0	0	0	1	1
AT3TE61415	0	0	0	1	1
AT3TE61420	0	0	0	1	1
AT3TE61425	0	0	0	1	1
AT3TE61430	0	0	0	1	1
AT3TE61435	0	0	0	1	1
AT3TE61445	0	0	0	1	1
AT3TE61450	0	0	0	1	1
AT3TE61455	0	0	0	1	1
AT3TE61460	0	0	0	1	1
AT3TE61465	0	0	0	1	1
AT3TE61470	0	0	0	1	1
AT3TE61475	0	0	0	1	1
AT3TE61480	0	0	0	1	1
AT3TE61485	0	0	0	1	1
AT3TE61495	0	0	0	1	1
AT3TE61500	0	0	0	1	1
AT3TE61505	0	0	0	1	1
AT3TE61510	0	0	0	1	1
AT3TE61515	0	0	0	1	1
AT3TE61520	0	0	0	1	1
AT3TE61525	0	0	0	1	1
AT3TE61530	0	0	0	1	1
AT3TE61535	0	0	0	1	1
AT3TE61540	0	0	0	1	1
AT3TE61545	0	0	0	1	1
AT3TE61550	0	0	0	1	1
AT3TE61555	0	0	0	1	1
AT3TE61570	0	0	0	1	1
AT3TE61575	0	0	0	1	1
AT3TE61580	0	0	0	1	1
AT3TE61585	0	0	0	1	1
AT3TE61590	0	0	0	1	1
AT3TE61600	0	0	0	1	1
AT3TE61605	0	0	0	1	1
AT3TE61610	0	0	0	1	1
AT3TE61615	0	0	0	1	1
AT3TE61630	0	0	0	1	1
AT3TE61635	0	0	0	1	1
AT3TE61640	0	0	0	1	1
AT3TE61645	0	0	0	1	1
AT3TE61650	0	0	0	1	1
AT3TE61655	0	0	0	1	1
AT3TE61660	0	0	0	1	1
AT3TE61665	0	0	0	1	1
AT3TE61670	0	0	0	1	1
AT3TE61680	0	0	0	1	1
AT3TE61685	0	0	0	1	1
AT3TE61700	0	0	0	1	1
AT3TE61710	0	0	0	1	1
AT3TE61715	0	0	0	1	1
AT3TE61720	0	0	0	1	1
AT3TE61725	0	0	0	1	1
AT3TE61730	0	0	0	1	1
AT3TE61735	0	0	0	1	1
AT3TE61790	0	0	0	1	1
AT3TE61795	0	0	0	1	1
AT3TE61800	0	0	0	1	1
AT3TE61805	0	0	0	1	1
AT3TE61810	0	0	0	1	1
AT3TE61840	0	0	0	1	1
AT3TE61845	0	0	0	1	1
AT3TE61850	0	0	0	1	1
AT3TE61855	0	0	0	1	1
AT3TE61860	0	0	0	1	1
AT3TE61865	0	0	0	1	1
AT3TE61870	0	0	0	1	1
AT3TE61875	0	0	0	1	1
AT3TE61880	0	0	0	1	1
AT3TE61885	0	0	0	1	1
AT3TE61890	0	0	0	1	1
AT3TE61895	0	0	0	1	1
AT3TE61900	0	0	0	1	1
AT3TE61910	0	30.4042681465442	1.80131940540356	1	1
AT3TE61915	0	0	0	1	1
AT3TE61925	0	0	0	1	1
AT3TE61930	0	0	0	1	1
AT3TE62000	0	0	0	1	1
AT3TE62005	0	0	0	1	1
AT3TE62010	0	0	0	1	1
AT3TE62015	0	0	0	1	1
AT3TE62020	0	0	0	1	1
AT3TE62025	0	0	0	1	1
AT3TE62030	0	0	0	1	1
AT3TE62035	0	3.44567258396331	1.80131915025163	1	1
AT3TE62040	0	0	0	1	1
AT3TE62050	0	0	0	1	1
AT3TE62055	0	0	0	1	1
AT3TE62060	0	0	0	1	1
AT3TE62065	0	0	0	1	1
AT3TE62070	0	0	0	1	1
AT3TE62075	0	0	0	1	1
AT3TE62080	0	0	0	1	1
AT3TE62085	0	0	0	1	1
AT3TE62090	0	0	0	1	1
AT3TE62095	0	0	0	1	1
AT3TE62100	0	0	0	1	1
AT3TE62105	0	0	0	1	1
AT3TE62110	0	0	0	1	1
AT3TE62115	0	0	0	1	1
AT3TE62120	0	0	0	1	1
AT3TE62130	0	0	0	1	1
AT3TE62140	0	0	0	1	1
AT3TE62145	0	0	0	1	1
AT3TE62150	0	0	0	1	1
AT3TE62155	0	0	0	1	1
AT3TE62160	0	0	0	1	1
AT3TE62165	0	0	0	1	1
AT3TE62170	0	0	0	1	1
AT3TE62180	0	0	0	1	1
AT3TE62185	0	0	0	1	1
AT3TE62190	0	0	0	1	1
AT3TE62195	0	0	0	1	1
AT3TE62205	0	0	0	1	1
AT3TE62210	0	0	0	1	1
AT3TE62215	0	0	0	1	1
AT3TE62220	0	0	0	1	1
AT3TE62225	0	0	0	1	1
AT3TE62230	0	0	0	1	1
AT3TE62235	0	0	0	1	1
AT3TE62240	0	0	0	1	1
AT3TE62245	0	0	0	1	1
AT3TE62250	0	0	0	1	1
AT3TE62255	0	0	0	1	1
AT3TE62260	0	0	0	1	1
AT3TE62265	0	0	0	1	1
AT3TE62270	0	0	0	1	1
AT3TE62275	0	0	0	1	1
AT3TE62280	0	0	0	1	1
AT3TE62285	0	0	0	1	1
AT3TE62290	0	0	0	1	1
AT3TE62295	0	0	0	1	1
AT3TE62300	0	0	0	1	1
AT3TE62305	0	0	0	1	1
AT3TE62310	2.29427723126851	0	-2.80116361917713	0.550242291923116	1
AT3TE62315	0	0	0	1	1
AT3TE62320	0	0	0	1	1
AT3TE62330	0	0	0	1	1
AT3TE62340	0	0	0	1	1
AT3TE62345	0	0	0	1	1
AT3TE62350	0	0	0	1	1
AT3TE62355	0	0	0	1	1
AT3TE62360	0	0	0	1	1
AT3TE62365	0	0	0	1	1
AT3TE62370	0	2.86221352001215	1.80131889509247	0.999999999999999	1
AT3TE62375	0	0	0	1	1
AT3TE62380	0	0	0	1	1
AT3TE62385	0	0	0	1	1
AT3TE62390	0	0	0	1	1
AT3TE62395	0	0	0	1	1
AT3TE62400	0	0	0	1	1
AT3TE62410	0	0	0	1	1
AT3TE62415	0	0	0	1	1
AT3TE62420	0	0	0	1	1
AT3TE62425	0	0	0	1	1
AT3TE62430	0	0	0	1	1
AT3TE62435	0	0	0	1	1
AT3TE62440	0	0	0	1	1
AT3TE62445	0	0	0	1	1
AT3TE62450	0	0	0	1	1
AT3TE62455	0	0	0	1	1
AT3TE62480	0	0	0	1	1
AT3TE62485	0	0	0	1	1
AT3TE62490	0	0	0	1	1
AT3TE62495	0	0	0	1	1
AT3TE62500	0	0	0	1	1
AT3TE62505	0	0	0	1	1
AT3TE62510	0	0	0	1	1
AT3TE62515	0	0	0	1	1
AT3TE62520	0	0	0	1	1
AT3TE62525	0	0	0	1	1
AT3TE62535	0	0	0	1	1
AT3TE62540	0	0	0	1	1
AT3TE62545	2006.67392180253	2642.05230810583	0.399029603340816	0.160561729183977	1
AT3TE62555	0	0	0	1	1
AT3TE62560	0	0	0	1	1
AT3TE62565	0	0	0	1	1
AT3TE62570	0	0	0	1	1
AT3TE62575	0	0	0	1	1
AT3TE62580	0	0	0	1	1
AT3TE62585	0	0	0	1	1
AT3TE62590	0	0	0	1	1
AT3TE62595	0	0	0	1	1
AT3TE62605	0	0	0	1	1
AT3TE62610	0	0	0	1	1
AT3TE62615	0	0	0	1	1
AT3TE62620	0	0	0	1	1
AT3TE62625	0	0	0	1	1
AT3TE62630	0	0	0	1	1
AT3TE62635	0	0	0	1	1
AT3TE62640	0	0	0	1	1
AT3TE62645	0	0	0	1	1
AT3TE62650	0	0	0	1	1
AT3TE62655	0	0	0	1	1
AT3TE62665	0	0	0	1	1
AT3TE62670	0	0	0	1	1
AT3TE62675	0	0	0	1	1
AT3TE62680	0	0	0	1	1
AT3TE62685	1.13006431906577	0	-2.70405005518118	0.525408942337164	1
AT3TE62690	0	0	0	1	1
AT3TE62695	0	0	0	1	1
AT3TE62700	0	0	0	1	1
AT3TE62705	0	0	0	1	1
AT3TE62715	0	0	0	1	1
AT3TE62720	0	0	0	1	1
AT3TE62730	0	0	0	1	1
AT3TE62735	0	0	0	1	1
AT3TE62740	0	0	0	1	1
AT3TE62745	0	0	0	1	1
AT3TE62750	0	0	0	1	1
AT3TE62755	0	0	0	1	1
AT3TE62760	0	0	0	1	1
AT3TE62765	0	0	0	1	1
AT3TE62770	0	0	0	1	1
AT3TE62775	0	0	0	1	1
AT3TE62780	0	0	0	1	1
AT3TE62785	0	0	0	1	1
AT3TE62795	0	0	0	1	1
AT3TE62800	0	0	0	1	1
AT3TE62805	0	0	0	1	1
AT3TE62810	0	0	0	1	1
AT3TE62815	0	0	0	1	1
AT3TE62825	2200.69794260399	2607.41239078506	0.185421025090622	0.824505409302197	1
AT3TE62880	0	0	0	1	1
AT3TE62885	0	0	0	1	1
AT3TE62890	0	0	0	1	1
AT3TE62895	0	0	0	1	1
AT3TE62900	0	0	0	1	1
AT3TE62905	0	0	0	1	1
AT3TE62910	0	0	0	1	1
AT3TE62915	0	0	0	1	1
AT3TE62920	0	0	0	1	1
AT3TE62940	0	0	0	1	1
AT3TE62945	0	0	0	1	1
AT3TE62950	0	0	0	1	1
AT3TE62955	0	0	0	1	1
AT3TE62960	0	0	0	1	1
AT3TE62965	0	0	0	1	1
AT3TE62970	0	0	0	1	1
AT3TE62975	0	0	0	1	1
AT3TE62980	0	0	0	1	1
AT3TE62985	0	0	0	1	1
AT3TE62990	0	0	0	1	1
AT3TE62995	0	0	0	1	1
AT3TE63000	0	0	0	1	1
AT3TE63005	0	0	0	1	1
AT3TE63010	1097.93288560198	983.450123167031	-0.0926033410147433	0.891074746258326	1
AT3TE63020	0	0	0	1	1
AT3TE63025	0	0	0	1	1
AT3TE63030	0	0	0	1	1
AT3TE63035	0	0	0	1	1
AT3TE63040	0	0	0	1	1
AT3TE63045	0	0	0	1	1
AT3TE63050	0	0	0	1	1
AT3TE63055	0	0	0	1	1
AT3TE63065	1116.26306635915	7891.68063470969	2.82013130848856	4.19338863306837e-15	2.61575196153539e-11
AT3TE63070	0	0	0	1	1
AT3TE63075	0	0	0	1	1
AT3TE63080	0	0	0	1	1
AT3TE63085	108.799303907578	0	-3.81641304582331	0.255109393025965	1
AT3TE63090	0	0	0	1	1
AT3TE63095	0	0	0	1	1
AT3TE63100	0	0	0	1	1
AT3TE63105	0	0	0	1	1
AT3TE63110	14.2854370577836	0	-1.92212606665307	1	1
AT3TE63115	55.7812304161075	0	-1.92212604381989	1	1
AT3TE63120	0	0	0	1	1
AT3TE63125	0	0	0	1	1
AT3TE63130	8.72014272013592	0	-1.92212602098648	0.999999999999999	1
AT3TE63135	0	0	0	1	1
AT3TE63140	0	0	0	1	1
AT3TE63150	0	0	0	1	1
AT3TE63155	0	0	0	1	1
AT3TE63160	0	0	0	1	1
AT3TE63165	0	0	0	1	1
AT3TE63170	0	0	0	1	1
AT3TE63175	0	0	0	1	1
AT3TE63180	0	0	0	1	1
AT3TE63185	0	0	0	1	1
AT3TE63190	0	0	0	1	1
AT3TE63200	0	0	0	1	1
AT3TE63205	0	0	0	1	1
AT3TE63210	0	0	0	1	1
AT3TE63215	0	0	0	1	1
AT3TE63220	0	0	0	1	1
AT3TE63225	0	0	0	1	1
AT3TE63230	0	0	0	1	1
AT3TE63235	0	0	0	1	1
AT3TE63240	0	0	0	1	1
AT3TE63245	0	0	0	1	1
AT3TE63250	0	0	0	1	1
AT3TE63255	0	0	0	1	1
AT3TE63260	870.558180722836	800.84560349	-0.106854417713903	0.66777231075036	1
AT3TE63265	0	0	0	1	1
AT3TE63270	0	0	0	1	1
AT3TE63275	0	0	0	1	1
AT3TE63280	0	0	0	1	1
AT3TE63285	0	0	0	1	1
AT3TE63290	0	0	0	1	1
AT3TE63295	0	0	0	1	1
AT3TE63300	0	0	0	1	1
AT3TE63305	20.88288111174	53.9386701557159	1.43488966442369	0.344586748481888	1
AT3TE63315	0	0	0	1	1
AT3TE63320	0	0	0	1	1
AT3TE63325	0	0	0	1	1
AT3TE63330	0	0	0	1	1
AT3TE63335	0	18.381287586694	1.80131863992607	1	1
AT3TE63345	0	0	0	1	1
AT3TE63355	0	0	0	1	1
AT3TE63360	0	0	0	1	1
AT3TE63365	0	0	0	1	1
AT3TE63370	0	0	0	1	1
AT3TE63375	0	0	0	1	1
AT3TE63380	0	0	0	1	1
AT3TE63385	0	0	0	1	1
AT3TE63390	0	0	0	1	1
AT3TE63395	0	0	0	1	1
AT3TE63400	0	53.8138623595606	3.67325993890819	0.289474974793096	1
AT3TE63405	57.692396641037	42.3160934470872	-0.273401165752925	0.836327918553207	1
AT3TE63410	0	0	0	1	1
AT3TE63415	0	0	0	1	1
AT3TE63420	0	0	0	1	1
AT3TE63425	0	0	0	1	1
AT3TE63430	0	0	0	1	1
AT3TE63435	0	0	0	1	1
AT3TE63440	0	0	0	1	1
AT3TE63445	0	0	0	1	1
AT3TE63450	0	0	0	1	1
AT3TE63455	0	0	0	1	1
AT3TE63465	0	0	0	1	1
AT3TE63470	0	0	0	1	1
AT3TE63475	0	0	0	1	1
AT3TE63480	0	0	0	1	1
AT3TE63485	0	0	0	1	1
AT3TE63490	0	0	0	1	1
AT3TE63500	163.949260265623	48.917115579835	-1.60136269858454	0.000624216748057735	0.540797115421464
AT3TE63505	2209.25241509413	986.482257925241	-1.14554563735971	0.0537723520648814	1
AT3TE63530	0	0	0	1	1
AT3TE63535	0	0	0	1	1
AT3TE63540	0	1.72391143275404	3.23694412746916	0.34760892044739	1
AT3TE63545	0	0	0	1	1
AT3TE63550	0	0	0	1	1
AT3TE63555	0	0	0	1	1
AT3TE63560	0	0	0	1	1
AT3TE63565	0	0	0	1	1
AT3TE63570	0	0	0	1	1
AT3TE63575	0	0	0	1	1
AT3TE63580	0	0	0	1	1
AT3TE63585	0	0	0	1	1
AT3TE63590	0	0	0	1	1
AT3TE63595	0	0	0	1	1
AT3TE63600	0	0	0	1	1
AT3TE63605	0	0	0	1	1
AT3TE63610	0	0	0	1	1
AT3TE63615	0	0	0	1	1
AT3TE63620	0	0	0	1	1
AT3TE63625	0	0	0	1	1
AT3TE63630	0	0	0	1	1
AT3TE63640	0	0	0	1	1
AT3TE63645	0	0	0	1	1
AT3TE63650	0	0	0	1	1
AT3TE63655	0	0	0	1	1
AT3TE63660	0	0	0	1	1
AT3TE63665	0	0	0	1	1
AT3TE63670	0	0	0	1	1
AT3TE63675	0	0	0	1	1
AT3TE63685	0	0	0	1	1
AT3TE63720	0	0	0	1	1
AT3TE63725	0	0	0	1	1
AT3TE63730	0	0	0	1	1
AT3TE63735	0	0	0	1	1
AT3TE63740	0	0	0	1	1
AT3TE63745	0	0	0	1	1
AT3TE63750	0	0	0	1	1
AT3TE63755	0	0	0	1	1
AT3TE63760	0	0	0	1	1
AT3TE63765	978.643956573407	939.133851603368	-0.0484633840753938	0.664544246321067	1
AT3TE63770	0	0	0	1	1
AT3TE63775	73.2523516847184	0	-1.92446984295323	0.999999999999999	1
AT3TE63780	0	0	0	1	1
AT3TE63785	0	0	0	1	1
AT3TE63790	0	0	0	1	1
AT3TE63800	0	0	0	1	1
AT3TE63805	0	0	0	1	1
AT3TE63810	0	0	0	1	1
AT3TE63820	0	0	0	1	1
AT3TE63825	0	0	0	1	1
AT3TE63830	0	0	0	1	1
AT3TE63835	0	0	0	1	1
AT3TE63840	0	0	0	1	1
AT3TE63845	0	0	0	1	1
AT3TE63850	0	0	0	1	1
AT3TE63855	0	0	0	1	1
AT3TE63860	0	0	0	1	1
AT3TE63865	0	0	0	1	1
AT3TE63870	0	0	0	1	1
AT3TE63875	0	0	0	1	1
AT3TE63880	0	0	0	1	1
AT3TE63885	0	0	0	1	1
AT3TE63895	0	0	0	1	1
AT3TE63900	0	0	0	1	1
AT3TE63905	0	0	0	1	1
AT3TE63910	0	0	0	1	1
AT3TE63915	0	0	0	1	1
AT3TE63920	0	0	0	1	1
AT3TE63925	0	0	0	1	1
AT3TE63930	0	0	0	1	1
AT3TE63935	0	0	0	1	1
AT3TE63940	0	0	0	1	1
AT3TE63945	0	0	0	1	1
AT3TE63950	0	0	0	1	1
AT3TE63955	0	0	0	1	1
AT3TE63965	0	0	0	1	1
AT3TE63990	0	0	0	1	1
AT3TE63995	0	0	0	1	1
AT3TE64000	0	0	0	1	1
AT3TE64005	0	0	0	1	1
AT3TE64010	0	0	0	1	1
AT3TE64015	0	0	0	1	1
AT3TE64020	0	0	0	1	1
AT3TE64025	0	0	0	1	1
AT3TE64030	0	0	0	1	1
AT3TE64040	0	0	0	1	1
AT3TE64045	0	0	0	1	1
AT3TE64050	0	0	0	1	1
AT3TE64055	0	0	0	1	1
AT3TE64060	0	0	0	1	1
AT3TE64065	0	0	0	1	1
AT3TE64070	0	0	0	1	1
AT3TE64075	0	0	0	1	1
AT3TE64080	0	0	0	1	1
AT3TE64085	0	0	0	1	1
AT3TE64090	0	0	0	1	1
AT3TE64095	0	0	0	1	1
AT3TE64100	0	0	0	1	1
AT3TE64105	0	0	0	1	1
AT3TE64110	0	0	0	1	1
AT3TE64120	2.53459611699587	0	-1.92212599815283	1	1
AT3TE64130	8.74183461744969	0	-1.92212597531896	1	1
AT3TE64135	0	0	0	1	1
AT3TE64140	0	0	0	1	1
AT3TE64145	0	27.6244493445744	1.80131838475246	0.999999999999998	1
AT3TE64150	0	0	0	1	1
AT3TE64155	0	0	0	1	1
AT3TE64160	0	0	0	1	1
AT3TE64170	0	0	0	1	1
AT3TE64175	0	0	0	1	1
AT3TE64180	0	0	0	1	1
AT3TE64190	0	0	0	1	1
AT3TE64195	0	0	0	1	1
AT3TE64200	0	0	0	1	1
AT3TE64205	251.997499998334	290.485575601294	0.354803678080867	0.839121729959372	1
AT3TE64215	0	0	0	1	1
AT3TE64220	0	0	0	1	1
AT3TE64225	0	0	0	1	1
AT3TE64230	0	0	0	1	1
AT3TE64235	0	0	0	1	1
AT3TE64240	0	0	0	1	1
AT3TE64245	0	0	0	1	1
AT3TE64250	0	0	0	1	1
AT3TE64255	0	0	0	1	1
AT3TE64260	0	0	0	1	1
AT3TE64265	0	0	0	1	1
AT3TE64270	0	0	0	1	1
AT3TE64275	0	0	0	1	1
AT3TE64280	0	0	0	1	1
AT3TE64285	0	0	0	1	1
AT3TE64290	0	0	0	1	1
AT3TE64310	0	0	0	1	1
AT3TE64315	0	0	0	1	1
AT3TE64320	0	0	0	1	1
AT3TE64325	0	0	0	1	1
AT3TE64330	0	0	0	1	1
AT3TE64335	0	0	0	1	1
AT3TE64340	0	0	0	1	1
AT3TE64345	0	0	0	1	1
AT3TE64350	0	0	0	1	1
AT3TE64355	0	0	0	1	1
AT3TE64370	0	0	0	1	1
AT3TE64375	0	0	0	1	1
AT3TE64390	0	0	0	1	1
AT3TE64395	0	0	0	1	1
AT3TE64400	637.954308466424	726.391235068921	0.167736791801123	0.347345400920543	1
AT3TE64405	396.783191698969	889.883895600781	1.25846740832196	0.406176177814749	1
AT3TE64410	0	0	0	1	1
AT3TE64415	0	0	0	1	1
AT3TE64420	0	0	0	1	1
AT3TE64425	0	0	0	1	1
AT3TE64430	0	0	0	1	1
AT3TE64435	0	1.80973665703424	1.84959454310744	1	1
AT3TE64440	0	0	0	1	1
AT3TE64445	0	0	0	1	1
AT3TE64450	0	0	0	1	1
AT3TE64455	0	0	0	1	1
AT3TE64460	0	0	0	1	1
AT3TE64465	0	0	0	1	1
AT3TE64475	0	0	0	1	1
AT3TE64480	0	0	0	1	1
AT3TE64485	0	0	0	1	1
AT3TE64490	0	0	0	1	1
AT3TE64495	0	0	0	1	1
AT3TE64500	0	0	0	1	1
AT3TE64505	0	0	0	1	1
AT3TE64510	0	0	0	1	1
AT3TE64515	0	0	0	1	1
AT3TE64520	0	0	0	1	1
AT3TE64525	0	0	0	1	1
AT3TE64530	0	0	0	1	1
AT3TE64535	0	0	0	1	1
AT3TE64540	0	0	0	1	1
AT3TE64550	0	0	0	1	1
AT3TE64555	0	0	0	1	1
AT3TE64560	0	0	0	1	1
AT3TE64565	0	0	0	1	1
AT3TE64570	0	0	0	1	1
AT3TE64575	0	0	0	1	1
AT3TE64580	0	0	0	1	1
AT3TE64585	0	0	0	1	1
AT3TE64590	0	0	0	1	1
AT3TE64595	0	0	0	1	1
AT3TE64600	0	0	0	1	1
AT3TE64605	0	0	0	1	1
AT3TE64615	0	0	0	1	1
AT3TE64620	0	0	0	1	1
AT3TE64650	0	0	0	1	1
AT3TE64655	0	0	0	1	1
AT3TE64660	0	0	0	1	1
AT3TE64665	0	0	0	1	1
AT3TE64670	0	0	0	1	1
AT3TE64675	0	0	0	1	1
AT3TE64680	0	0	0	1	1
AT3TE64685	0	0	0	1	1
AT3TE64690	0	0	0	1	1
AT3TE64695	0	0	0	1	1
AT3TE64700	0	0	0	1	1
AT3TE64705	0	0	0	1	1
AT3TE64710	0	0	0	1	1
AT3TE64715	0	0	0	1	1
AT3TE64730	77.9783098579261	0	-2.71139199561774	0.527022073521149	1
AT3TE64740	0	0	0	1	1
AT3TE64745	0	0	0	1	1
AT3TE64755	0	0	0	1	1
AT3TE64760	0	0	0	1	1
AT3TE64765	0	0	0	1	1
AT3TE64770	0	0	0	1	1
AT3TE64775	0	0	0	1	1
AT3TE64780	0	0	0	1	1
AT3TE64785	0	0	0	1	1
AT3TE64790	0	0	0	1	1
AT3TE64850	0	0	0	1	1
AT3TE64855	0	0	0	1	1
AT3TE64870	0	0	0	1	1
AT3TE64875	0	0	0	1	1
AT3TE64900	0	0	0	1	1
AT3TE64905	61.2189641210148	0	-1.94160203607459	1	1
AT3TE64910	0	0	0	1	1
AT3TE64915	0	0	0	1	1
AT3TE64920	0	0	0	1	1
AT3TE64925	0	0	0	1	1
AT3TE64930	0	0	0	1	1
AT3TE64935	0	0	0	1	1
AT3TE64950	0	0	0	1	1
AT3TE64955	0	0	0	1	1
AT3TE64960	0	0	0	1	1
AT3TE64965	0	0	0	1	1
AT3TE64975	958.77948453287	676.114239200205	-0.453683745394603	0.210665247487538	1
AT3TE64980	0	0	0	1	1
AT3TE64985	0	0	0	1	1
AT3TE64990	0	0	0	1	1
AT3TE64995	0	0	0	1	1
AT3TE65000	0	0	0	1	1
AT3TE65005	0	0	0	1	1
AT3TE65010	0	0	0	1	1
AT3TE65015	0	0	0	1	1
AT3TE65025	195.316622296166	106.324285902323	-0.887780762490516	1	1
AT3TE65030	0	0	0	1	1
AT3TE65040	69.8308941281989	0	-3.59620009594761	0.142308477085326	1
AT3TE65045	0	0	0	1	1
AT3TE65050	0	0	0	1	1
AT3TE65055	0	57.7210744296183	3.35476801735581	0.399499032744689	1
AT3TE65060	0	0	0	1	1
AT3TE65065	0	0	0	1	1
AT3TE65075	0	0	0	1	1
AT3TE65080	0	0	0	1	1
AT3TE65085	0	0	0	1	1
AT3TE65090	0	0	0	1	1
AT3TE65095	0	0	0	1	1
AT3TE65100	0	0	0	1	1
AT3TE65105	0	0	0	1	1
AT3TE65110	0	0	0	1	1
AT3TE65115	0	0	0	1	1
AT3TE65120	0	0	0	1	1
AT3TE65125	0	0	0	1	1
AT3TE65130	78.0937225825505	429.713656471158	2.13526112099454	0.481489883566914	1
AT3TE65160	0	0	0	1	1
AT3TE65165	0	0	0	1	1
AT3TE65170	0	0	0	1	1
AT3TE65175	0	0	0	1	1
AT3TE65180	0	0	0	1	1
AT3TE65185	0	0	0	1	1
AT3TE65195	0	0	0	1	1
AT3TE65200	0	0	0	1	1
AT3TE65205	0	0	0	1	1
AT3TE65250	0	0	0	1	1
AT3TE65260	0	0	0	1	1
AT3TE65265	0	0	0	1	1
AT3TE65270	0	0	0	1	1
AT3TE65275	0	0	0	1	1
AT3TE65280	0	0	0	1	1
AT3TE65285	0	0	0	1	1
AT3TE65290	0	0	0	1	1
AT3TE65295	0	0	0	1	1
AT3TE65300	0	0	0	1	1
AT3TE65310	0	0	0	1	1
AT3TE65320	0	0	0	1	1
AT3TE65325	0	0	0	1	1
AT3TE65330	0	0	0	1	1
AT3TE65335	0	0	0	1	1
AT3TE65340	0	0	0	1	1
AT3TE65345	0	0	0	1	1
AT3TE65350	0	0	0	1	1
AT3TE65355	0	0	0	1	1
AT3TE65360	0	0	0	1	1
AT3TE65365	0	0	0	1	1
AT3TE65370	0	0	0	1	1
AT3TE65375	0	0	0	1	1
AT3TE65380	0	0	0	1	1
AT3TE65385	0	0	0	1	1
AT3TE65390	0	0	0	1	1
AT3TE65395	0	0	0	1	1
AT3TE65400	0	0	0	1	1
AT3TE65405	0	0	0	1	1
AT3TE65410	0	0	0	1	1
AT3TE65415	0	0	0	1	1
AT3TE65420	0	0	0	1	1
AT3TE65425	0	0	0	1	1
AT3TE65430	0	0	0	1	1
AT3TE65435	0	0	0	1	1
AT3TE65440	0	0	0	1	1
AT3TE65445	0	0	0	1	1
AT3TE65450	0	0	0	1	1
AT3TE65455	0	0	0	1	1
AT3TE65460	0	0	0	1	1
AT3TE65465	0	0	0	1	1
AT3TE65475	0	0	0	1	1
AT3TE65480	0	0	0	1	1
AT3TE65485	0	0	0	1	1
AT3TE65490	0	0	0	1	1
AT3TE65510	0	0	0	1	1
AT3TE65515	0	0	0	1	1
AT3TE65520	0	0	0	1	1
AT3TE65525	0	0	0	1	1
AT3TE65530	0	0	0	1	1
AT3TE65535	0	0	0	1	1
