WT	drdd	logFC_drdd_WT	PValue_drdd_WT	FDR_drdd_WT
AT1TE23955	0	0	0	1	1
AT1TE23980	1502.54377280987	1539.96052800609	0.0414597258681749	0.900170321367328	1
AT1TE23985	0	0	0	1	1
AT1TE23995	0	0	0	1	1
AT1TE24000	0	0	0	1	1
AT1TE24005	0	0	0	1	1
AT1TE24015	0	0	0	1	1
AT1TE24060	0	0	0	1	1
AT1TE24160	0	0	0	1	1
AT1TE24165	0	0	0	1	1
AT1TE24170	0	0	0	1	1
AT1TE24240	0	0	0	1	1
AT1TE24245	0	0	0	1	1
AT1TE24250	0	0	0	1	1
AT1TE24255	0	0	0	1	1
AT1TE24580	320.493291832069	294.802756083309	-0.127904400559541	1	1
AT1TE24720	0	0	0	1	1
AT1TE24725	0	0	0	1	1
AT1TE24730	0	0	0	1	1
AT1TE24735	0	0	0	1	1
AT1TE24740	0	0	0	1	1
AT1TE24780	0	0	0	1	1
AT1TE24830	0	0	0	1	1
AT1TE24850	0	0	0	1	1
AT1TE24855	0	0	0	1	1
AT1TE24865	0	0	0	1	1
AT1TE24900	0	0	0	1	1
AT1TE24930	0	0	0	1	1
AT1TE24935	0	0	0	1	1
AT1TE24950	0	0	0	1	1
AT1TE24955	0	0	0	1	1
AT1TE24960	0	0	0	1	1
AT1TE24965	0	0	0	1	1
AT1TE24975	0	0	0	1	1
AT1TE25020	0	0	0	1	1
AT1TE25025	0	0	0	1	1
AT1TE25030	0	0	0	1	1
AT1TE25035	0	0	0	1	1
AT1TE25040	0	0	0	1	1
AT1TE25045	0	0	0	1	1
AT1TE25110	0	0	0	1	1
AT1TE25115	0	0	0	1	1
AT1TE25120	0	0	0	1	1
AT1TE25125	0	0	0	1	1
AT1TE25180	0	0	0	1	1
AT1TE25185	0	0	0	1	1
AT1TE25190	0	0	0	1	1
AT1TE25195	0	0	0	1	1
AT1TE25200	0	0	0	1	1
AT1TE25205	0	0	0	1	1
AT1TE25210	0	0	0	1	1
AT1TE25250	0	0	0	1	1
AT1TE25255	0	0	0	1	1
AT1TE25260	0	0	0	1	1
AT1TE25265	0	0	0	1	1
AT1TE25275	0	0	0	1	1
AT1TE25285	0	0	0	1	1
AT1TE25360	168588.283273563	206849.943304346	0.29356018148951	7.16489612370131e-05	0.0827651648896742
AT1TE25460	0	0	0	1	1
AT1TE25470	0	0	0	1	1
AT1TE25610	0	0	0	1	1
AT1TE25615	0	0	0	1	1
AT1TE25620	0	0	0	1	1
AT1TE25640	0	0	0	1	1
AT1TE25645	0	0	0	1	1
AT1TE25650	0	0	0	1	1
AT1TE25655	0	0	0	1	1
AT1TE25665	0	0	0	1	1
AT1TE25670	0	0	0	1	1
AT1TE25675	6171.73393005591	3243.59458825436	-0.914447670983337	0.022411261874852	1
AT1TE25680	0	0	0	1	1
AT1TE25685	0	0	0	1	1
AT1TE25690	0	0	0	1	1
AT1TE25740	0	0	0	1	1
AT1TE25745	40.5281991264544	34.1479859129833	-0.126598050237635	1	1
AT1TE25770	0	0	0	1	1
AT1TE25775	0	0	0	1	1
AT1TE25780	0	0	0	1	1
AT1TE25820	0	0	0	1	1
AT1TE25860	0	0	0	1	1
AT1TE25865	0	0	0	1	1
AT1TE25870	0	0	0	1	1
AT1TE25875	0	0	0	1	1
AT1TE25880	0	0	0	1	1
AT1TE25885	0	0	0	1	1
AT1TE25890	0	0	0	1	1
AT1TE25910	0	0	0	1	1
AT1TE25915	0	0	0	1	1
AT1TE25920	0	0	0	1	1
AT1TE25925	0	0	0	1	1
AT1TE25935	0	0	0	1	1
AT1TE26100	0	0	0	1	1
AT1TE26105	0	0	0	1	1
AT1TE26110	0	0	0	1	1
AT1TE26115	0	0	0	1	1
AT1TE26120	0	0	0	1	1
AT1TE26125	0	0	0	1	1
AT1TE26260	0	0	0	1	1
AT1TE26265	0	0	0	1	1
AT1TE26270	0	0	0	1	1
AT1TE26275	0	0	0	1	1
AT1TE26280	0	0	0	1	1
AT1TE26290	0	0	0	1	1
AT1TE26300	0	0	0	1	1
AT1TE26305	0	0	0	1	1
AT1TE26320	0	0	0	1	1
AT1TE26360	0	0	0	1	1
AT1TE26365	0	0	0	1	1
AT1TE26370	0	0	0	1	1
AT1TE26375	0	0	0	1	1
AT1TE26380	0	0	0	1	1
AT1TE26410	0	0	0	1	1
AT1TE26510	0	0	0	1	1
AT1TE26515	0	0	0	1	1
AT1TE26520	0	0	0	1	1
AT1TE26525	0	0	0	1	1
AT1TE26530	0	0	0	1	1
AT1TE26535	0	0	0	1	1
AT1TE26540	0	0	0	1	1
AT1TE26610	14.8911351474068	39.7066007006203	1.33244810770999	0.702898674082876	1
AT1TE26620	0	0	0	1	1
AT1TE26625	0	0	0	1	1
AT1TE26630	0	56.4146303581661	2.73352027185358	0.545717340024353	1
AT1TE26660	0	0	0	1	1
AT1TE26665	0	0	0	1	1
AT1TE26670	0	0	0	1	1
AT1TE26675	0	0	0	1	1
AT1TE26700	0	0	0	1	1
AT1TE26705	0	0	0	1	1
AT1TE26710	0	0	0	1	1
AT1TE26715	0	0	0	1	1
AT1TE26720	0	0	0	1	1
AT1TE26725	0	0	0	1	1
AT1TE26730	0	0	0	1	1
AT1TE26735	0	0	0	1	1
AT1TE26740	0	0	0	1	1
AT1TE26840	68.021071245572	0	-1.94160795395245	1	1
AT1TE26900	0	0	0	1	1
AT1TE27020	0	0	0	1	1
AT1TE27025	0	0	0	1	1
AT1TE27030	0	0	0	1	1
AT1TE27035	0	0	0	1	1
AT1TE27060	0	0	0	1	1
AT1TE27090	0	0	0	1	1
AT1TE27095	0	0	0	1	1
AT1TE27100	0	0	0	1	1
AT1TE27190	0	0	0	1	1
AT1TE27280	0	0	0	1	1
AT1TE27285	0	0	0	1	1
AT1TE27295	0	0	0	1	1
AT1TE27300	0	0	0	1	1
AT1TE27330	4215.42484608622	2426.80353401599	-0.751345304008986	0.532218356830504	1
AT1TE27335	0	0	0	1	1
AT1TE27340	0	0	0	1	1
AT1TE27345	0	0	0	1	1
AT1TE27350	0	0	0	1	1
AT1TE27355	0	0	0	1	1
AT1TE27360	0	0	0	1	1
AT1TE27365	0	0	0	1	1
AT1TE27390	0	0	0	1	1
AT1TE27395	0	0	0	1	1
AT1TE27400	0	0	0	1	1
AT1TE27405	0	0	0	1	1
AT1TE27460	0	0	0	1	1
AT1TE27465	0	0	0	1	1
AT1TE27470	0	0	0	1	1
AT1TE27475	0	0	0	1	1
AT1TE27540	0	0	0	1	1
AT1TE27545	0	0	0	1	1
AT1TE27550	0	0	0	1	1
AT1TE27650	0	0	0	1	1
AT1TE27655	0	0	0	1	1
AT1TE27660	0	0	0	1	1
AT1TE27665	0	0	0	1	1
AT1TE27670	0	0	0	1	1
AT1TE27675	0	0	0	1	1
AT1TE27685	0	0	0	1	1
AT1TE27690	0	0	0	1	1
AT1TE27695	0	0	0	1	1
AT1TE27810	0	0	0	1	1
AT1TE27815	0	0	0	1	1
AT1TE27820	0	0	0	1	1
AT1TE27825	0	0	0	1	1
AT1TE27830	0	0	0	1	1
AT1TE27835	0	0	0	1	1
AT1TE27900	0	0	0	1	1
AT1TE27905	0	0	0	1	1
AT1TE27915	0	0	0	1	1
AT1TE27920	0	0	0	1	1
AT1TE27925	0	0	0	1	1
AT1TE27935	0	0	0	1	1
AT1TE27940	0	0	0	1	1
AT1TE28050	0	0	0	1	1
AT1TE28055	0	0	0	1	1
AT1TE28120	0	0	0	1	1
AT1TE28170	0	0	0	1	1
AT1TE28175	0	0	0	1	1
AT1TE28250	0	0	0	1	1
AT1TE28320	0	0	0	1	1
AT1TE28325	0	0	0	1	1
AT1TE28330	0	0	0	1	1
AT1TE28335	0	0	0	1	1
AT1TE28370	2.37068403721498	1.13913976118404	-0.90315212508083	0.999999999999998	1
AT1TE28375	0	0	0	1	1
AT1TE28380	0	0	0	1	1
AT1TE28390	0	0	0	1	1
AT1TE28395	0	0	0	1	1
AT1TE28400	0	0	0	1	1
AT1TE28405	0	0	0	1	1
AT1TE28410	0	0	0	1	1
AT1TE28450	0	0	0	1	1
AT1TE28455	0	0	0	1	1
AT1TE28460	0	0	0	1	1
AT1TE28465	0	0	0	1	1
AT1TE28500	0	0	0	1	1
AT1TE28505	0	0	0	1	1
AT1TE28510	0	0	0	1	1
AT1TE28515	0	0	0	1	1
AT1TE28580	2834.93493859284	3433.68041872403	0.252019233057798	0.664240357761243	1
AT1TE28620	0	0	0	1	1
AT1TE28630	0	0	0	1	1
AT1TE28635	0	0	0	1	1
AT1TE28640	0	0	0	1	1
AT1TE28645	0	0	0	1	1
AT1TE28650	0	0	0	1	1
AT1TE28655	0	0	0	1	1
AT1TE28680	0	0	0	1	1
AT1TE28800	0	0	0	1	1
AT1TE28830	150.410338359785	7.81188356587311	-4.17876820208885	2.63171614772154e-06	0.0041467708704963
AT1TE28835	0	0	0	1	1
AT1TE29040	0	0	0	1	1
AT1TE29045	0	0	0	1	1
AT1TE29055	0	0	0	1	1
AT1TE29060	0	0	0	1	1
AT1TE29065	0	0	0	1	1
AT1TE29070	0	0	0	1	1
AT1TE29080	83.3561243308865	55.5664210954083	-0.123187094811312	1	1
AT1TE29140	13244.7077137711	10093.6344382673	-0.398033130398867	0.103120272824706	1
AT1TE29145	12189.9298166882	8864.7286644558	-0.405549470565316	0.304777581612646	1
AT1TE29200	0	0	0	1	1
AT1TE29205	0	0	0	1	1
AT1TE29260	0	0	0	1	1
AT1TE29265	0	0	0	1	1
AT1TE29370	0	0	0	1	1
AT1TE29375	0	0	0	1	1
AT1TE29385	0	0	0	1	1
AT1TE29390	0	0	0	1	1
AT1TE29395	0	0	0	1	1
AT1TE29410	0	0	0	1	1
AT1TE29415	0	0	0	1	1
AT1TE29420	0	0	0	1	1
AT1TE29425	0	0	0	1	1
AT1TE29430	0	0	0	1	1
AT1TE29460	2734.94704669915	3214.76622644393	0.283599283059884	0.71505724013951	1
AT1TE29465	0	0	0	1	1
AT1TE29470	0	0	0	1	1
AT1TE29475	0	0	0	1	1
AT1TE29480	0	0	0	1	1
AT1TE29485	0	0	0	1	1
AT1TE29500	0	0	0	1	1
AT1TE29530	0	0	0	1	1
AT1TE29570	73.3654280605836	0	-6.07211802155919	5.15087657779346e-06	0.00721795488825033
AT1TE29575	0	0	0	1	1
AT1TE29600	0	0	0	1	1
AT1TE29605	0	0	0	1	1
AT1TE29610	0	0	0	1	1
AT1TE29650	0	0	0	1	1
AT1TE29655	0	0	0	1	1
AT1TE29660	0	0	0	1	1
AT1TE29665	0	0	0	1	1
AT1TE29670	0	0	0	1	1
AT1TE29710	0	0	0	1	1
AT1TE29760	0	0	0	1	1
AT1TE29765	0	0	0	1	1
AT1TE29770	0	0	0	1	1
AT1TE29830	0	0	0	1	1
AT1TE29900	0	0	0	1	1
AT1TE29905	0	0	0	1	1
AT1TE29915	0	0	0	1	1
AT1TE29920	0	0	0	1	1
AT1TE29990	0	0	0	1	1
AT1TE29995	0	0	0	1	1
AT1TE30000	0	0	0	1	1
AT1TE30040	0	0	0	1	1
AT1TE30045	0	0	0	1	1
AT1TE30070	0	0	0	1	1
AT1TE30080	0	0	0	1	1
AT1TE30085	0	0	0	1	1
AT1TE30090	0	0	0	1	1
AT1TE30095	0	0	0	1	1
AT1TE30105	0	0	0	1	1
AT1TE30115	0	0	0	1	1
AT1TE30130	0	0	0	1	1
AT1TE30170	0	0	0	1	1
AT1TE30175	0	0	0	1	1
AT1TE30180	0	0	0	1	1
AT1TE30185	0	0	0	1	1
AT1TE30190	0	0	0	1	1
AT1TE30195	0	0	0	1	1
AT1TE30200	0	0	0	1	1
AT1TE30230	0	0	0	1	1
AT1TE30235	0	0	0	1	1
AT1TE30240	0	0	0	1	1
AT1TE30245	0	0	0	1	1
AT1TE30250	0	0	0	1	1
AT1TE30255	0	0	0	1	1
AT1TE30330	0	0	0	1	1
AT1TE30340	0	0	0	1	1
AT1TE30345	0	0	0	1	1
AT1TE30350	0	0	0	1	1
AT1TE30355	0	0	0	1	1
AT1TE30360	0	0	0	1	1
AT1TE30365	0	0	0	1	1
AT1TE30370	0	0	0	1	1
AT1TE30375	0	0	0	1	1
AT1TE30380	5564.60137981001	4170.05122298501	-0.433728157788217	0.634662478792915	1
AT1TE30410	0	77.378548119221	3.08836073438203	0.265239041671618	1
AT1TE30440	0	0	0	1	1
AT1TE30445	0	0	0	1	1
AT1TE30510	0	0	0	1	1
AT1TE30520	0	0	0	1	1
AT1TE30525	0	0	0	1	1
AT1TE30550	47.0583440100156	52.2787860174546	0.102889639103981	0.889087338826844	1
AT1TE30555	8354.53784491178	11176.481965686	0.421618132837462	0.215740179701286	1
AT1TE30760	0	0	0	1	1
AT1TE30765	0	0	0	1	1
AT1TE30770	0	0	0	1	1
AT1TE30820	0	0	0	1	1
AT1TE30840	0	0	0	1	1
AT1TE30845	0	0	0	1	1
AT1TE30850	0	0	0	1	1
AT1TE30860	0	0	0	1	1
AT1TE30865	0	0	0	1	1
AT1TE30870	0	0	0	1	1
AT1TE30875	0	0	0	1	1
AT1TE30880	0	0	0	1	1
AT1TE30885	0	0	0	1	1
AT1TE30890	0	0	0	1	1
AT1TE30895	0	0	0	1	1
AT1TE30900	0	0	0	1	1
AT1TE30905	0	0	0	1	1
AT1TE31000	0	0	0	1	1
AT1TE31040	0	0	0	1	1
AT1TE31045	0	0	0	1	1
AT1TE31080	0	0	0	1	1
AT1TE31190	0	0	0	1	1
AT1TE31195	0	0	0	1	1
AT1TE31200	0	0	0	1	1
AT1TE31380	0	0	0	1	1
AT1TE31385	4464.15388979551	5661.35519283307	0.340940745667885	0.229731610579899	1
AT1TE31410	0	0	0	1	1
AT1TE31420	0	0	0	1	1
AT1TE31425	0	0	0	1	1
AT1TE31500	0	0	0	1	1
AT1TE31505	0	0	0	1	1
AT1TE31560	0	0	0	1	1
AT1TE31570	0	0	0	1	1
AT1TE31575	0	0	0	1	1
AT1TE31580	0	0	0	1	1
AT1TE31585	0	0	0	1	1
AT1TE31590	0	0	0	1	1
AT1TE31595	0	0	0	1	1
AT1TE31650	886.10325761476	83.3496316431125	-2.79480060851271	0.0221646898107498	1
AT1TE31655	83.6718456241613	0	-1.92212743622635	0.999999999999999	1
AT1TE31660	0	0	0	1	1
AT1TE31665	0	0	0	1	1
AT1TE31670	0	0	0	1	1
AT1TE31700	0	0	0	1	1
AT1TE31710	0	0	0	1	1
AT1TE31740	0	0	0	1	1
AT1TE31745	0	0	0	1	1
AT1TE31750	0	0	0	1	1
AT1TE31755	0	0	0	1	1
AT1TE31760	32.2405276716952	0	-1.92212741340686	1	1
AT1TE31765	0	0	0	1	1
AT1TE31770	0	0	0	1	1
AT1TE31775	13.3517594259897	13.0958226427155	0.0304303694443503	1	1
AT1TE31780	0	0	0	1	1
AT1TE31785	0	0	0	1	1
AT1TE31790	0	0	0	1	1
AT1TE31860	0	0	0	1	1
AT1TE31880	0	0	0	1	1
AT1TE31885	0	0	0	1	1
AT1TE31895	0	0	0	1	1
AT1TE31900	0	0	0	1	1
AT1TE31905	0	0	0	1	1
AT1TE31910	0	0	0	1	1
AT1TE31915	0	0	0	1	1
AT1TE31920	0	0	0	1	1
AT1TE31925	0	0	0	1	1
AT1TE31930	0	0	0	1	1
AT1TE31935	0	0	0	1	1
AT1TE31940	0	0	0	1	1
AT1TE31945	0	0	0	1	1
AT1TE31950	0	0	0	1	1
AT1TE31955	0	0	0	1	1
AT1TE31960	0	0	0	1	1
AT1TE31965	0	0	0	1	1
AT1TE31970	0	0	0	1	1
AT1TE31975	0	0	0	1	1
AT1TE31980	0	0	0	1	1
AT1TE31985	0	0	0	1	1
AT1TE32000	0	0	0	1	1
AT1TE32005	0	0	0	1	1
AT1TE32010	0	0	0	1	1
AT1TE32015	0	0	0	1	1
AT1TE32020	0	0	0	1	1
AT1TE32040	0	0	0	1	1
AT1TE32090	0	0	0	1	1
AT1TE32095	12.6638469052785	32.9339463712537	1.12752466705876	0.725718175351709	1
AT1TE32100	0	0	0	1	1
AT1TE32105	0	0	0	1	1
AT1TE32110	0	0	0	1	1
AT1TE32115	0	0	0	1	1
AT1TE32180	416.685012723003	464.372034372099	0.159910748895475	1	1
AT1TE32220	0	0	0	1	1
AT1TE32225	0	0	0	1	1
AT1TE32230	0	31.6305223293648	1.84712556221804	1	1
AT1TE32270	0	0	0	1	1
AT1TE32275	0	0	0	1	1
AT1TE32280	0	0	0	1	1
AT1TE32320	0	0	0	1	1
AT1TE32325	0	0	0	1	1
AT1TE32330	0	0	0	1	1
AT1TE32340	15013.0774862317	17610.2779021702	0.21814205182169	0.192826357059831	1
AT1TE32420	0	0	0	1	1
AT1TE32425	764.242173357717	173.299381423691	-2.14871123006805	0.0146645169508978	1
AT1TE32450	0	0	0	1	1
AT1TE32455	0	0	0	1	1
AT1TE32460	0	0	0	1	1
AT1TE32465	0	0	0	1	1
AT1TE32500	0	0	0	1	1
AT1TE32530	0	0	0	1	1
AT1TE32620	0	0	0	1	1
AT1TE32625	0	0	0	1	1
AT1TE32650	0	0	0	1	1
AT1TE32655	0	0	0	1	1
AT1TE32710	0	0	0	1	1
AT1TE32715	0	0	0	1	1
AT1TE32720	0	0	0	1	1
AT1TE32750	0	0	0	1	1
AT1TE32755	0	0	0	1	1
AT1TE32760	0	0	0	1	1
AT1TE32765	0	0	0	1	1
AT1TE32770	0	0	0	1	1
AT1TE32780	0	0	0	1	1
AT1TE32785	0	0	0	1	1
AT1TE32790	0	0	0	1	1
AT1TE32795	0	0	0	1	1
AT1TE32800	0	0	0	1	1
AT1TE32805	0	0	0	1	1
AT1TE32815	0	0	0	1	1
AT1TE32825	0	0	0	1	1
AT1TE32870	0	0	0	1	1
AT1TE32900	0	0	0	1	1
AT1TE32905	0	0	0	1	1
AT1TE32930	0	0	0	1	1
AT1TE32935	0	0	0	1	1
AT1TE32940	0	0	0	1	1
AT1TE32945	0	0	0	1	1
AT1TE32990	0	0	0	1	1
AT1TE32995	0	0	0	1	1
AT1TE33000	0	0	0	1	1
AT1TE33030	0	0	0	1	1
AT1TE33035	0	0	0	1	1
AT1TE33040	0	0	0	1	1
AT1TE33045	0	0	0	1	1
AT1TE33050	0	0	0	1	1
AT1TE33055	0	0	0	1	1
AT1TE33060	62.198540109996	499.320196158158	2.57943165726074	0.0970500474231088	1
AT1TE33065	0	0	0	1	1
AT1TE33070	0	0	0	1	1
AT1TE33075	0	0	0	1	1
AT1TE33080	0	0	0	1	1
AT1TE33085	0	0	0	1	1
AT1TE33090	0	0	0	1	1
AT1TE33160	0	0	0	1	1
AT1TE33200	0	0	0	1	1
AT1TE33205	0	0	0	1	1
AT1TE33210	0	0	0	1	1
AT1TE33270	0	0	0	1	1
AT1TE33330	0	0	0	1	1
AT1TE33335	0	0	0	1	1
AT1TE33340	0	0	0	1	1
AT1TE33345	24.5829925992784	0	-1.92447031386694	1	1
AT1TE33350	0	0	0	1	1
AT1TE33450	0	0	0	1	1
AT1TE33455	0	0	0	1	1
AT1TE33460	0	0	0	1	1
AT1TE33465	0	0	0	1	1
AT1TE33490	0	0	0	1	1
AT1TE33510	0	0	0	1	1
AT1TE33550	0	0	0	1	1
AT1TE33555	0	0	0	1	1
AT1TE33670	0	0	0	1	1
AT1TE33740	0	0	0	1	1
AT1TE33745	0	0	0	1	1
AT1TE33750	0	0	0	1	1
AT1TE33790	0	0	0	1	1
AT1TE33900	0	0	0	1	1
AT1TE33905	0	0	0	1	1
AT1TE33910	0	0	0	1	1
AT1TE33920	0	0	0	1	1
AT1TE33925	0	0	0	1	1
AT1TE33950	0	0	0	1	1
AT1TE33955	0	0	0	1	1
AT1TE33960	0	0	0	1	1
AT1TE33990	0	0	0	1	1
AT1TE34000	0	0	0	1	1
AT1TE34005	0	0	0	1	1
AT1TE34010	0	0	0	1	1
AT1TE34015	0	0	0	1	1
AT1TE34020	0	0	0	1	1
AT1TE34025	0	0	0	1	1
AT1TE34030	0	0	0	1	1
AT1TE34035	0	0	0	1	1
AT1TE34040	0	0	0	1	1
AT1TE34045	0	0	0	1	1
AT1TE34050	0	0	0	1	1
AT1TE34055	0	0	0	1	1
AT1TE34120	0	0	0	1	1
AT1TE34125	0	0	0	1	1
AT1TE34130	0	0	0	1	1
AT1TE34160	0	0	0	1	1
AT1TE34165	0	0	0	1	1
AT1TE34170	0	0	0	1	1
AT1TE34175	0	0	0	1	1
AT1TE34180	0	0	0	1	1
AT1TE34210	0	0	0	1	1
AT1TE34215	0	0	0	1	1
AT1TE34250	0	0	0	1	1
AT1TE34255	0	0	0	1	1
AT1TE34260	0	0	0	1	1
AT1TE34265	0	0	0	1	1
AT1TE34270	0	0	0	1	1
AT1TE34275	0	0	0	1	1
AT1TE34280	0	0	0	1	1
AT1TE34285	0	0	0	1	1
AT1TE34290	0	0	0	1	1
AT1TE34295	0	0	0	1	1
AT1TE34300	0	0	0	1	1
AT1TE34305	0	0	0	1	1
AT1TE34315	0	0	0	1	1
AT1TE34320	0	0	0	1	1
AT1TE34330	0	0	0	1	1
AT1TE34335	0	0	0	1	1
AT1TE34340	0	0	0	1	1
AT1TE34345	0	0	0	1	1
AT1TE34350	0	0	0	1	1
AT1TE34360	0	0	0	1	1
AT1TE34365	0	0	0	1	1
AT1TE34400	0	0	0	1	1
AT1TE34430	0	0	0	1	1
AT1TE34435	25.6628496768434	47.1381448729195	0.931786060352261	0.729453164494514	1
AT1TE34445	0	0	0	1	1
AT1TE34450	0	0	0	1	1
AT1TE34455	566.739560178999	906.61250052017	0.704793714092675	0.529645429727919	1
AT1TE34465	0	0	0	1	1
AT1TE34475	0	0	0	1	1
AT1TE34500	0	0	0	1	1
AT1TE34505	0	0	0	1	1
AT1TE34510	0	0	0	1	1
AT1TE34515	0	0	0	1	1
AT1TE34520	0	0	0	1	1
AT1TE34525	0	0	0	1	1
AT1TE34580	0	0	0	1	1
AT1TE34585	0	0	0	1	1
AT1TE34590	0	0	0	1	1
AT1TE34595	0	0	0	1	1
AT1TE34620	0	0	0	1	1
AT1TE34650	12.1882064147683	5.11998325939659	-1.252509682585	0.723883802029541	1
AT1TE34720	10.8129769729685	40.7303802918128	1.42244618867065	0.732517274362716	1
AT1TE34820	0	0	0	1	1
AT1TE34825	0	0	0	1	1
AT1TE34860	0	51.780000668685	2.73349738647524	0.545705879739675	1
AT1TE34890	0	0	0	1	1
AT1TE34895	0	0	0	1	1
AT1TE34900	0	0	0	1	1
AT1TE34980	0	0	0	1	1
AT1TE34985	0	0	0	1	1
AT1TE35020	8.07570469575404	0	-1.92447030340395	1	1
AT1TE35025	0	0	0	1	1
AT1TE35050	0	0	0	1	1
AT1TE35055	0	0	0	1	1
AT1TE35060	0	0	0	1	1
AT1TE35100	0	0	0	1	1
AT1TE35105	0	0	0	1	1
AT1TE35110	0	0	0	1	1
AT1TE35130	0	0	0	1	1
AT1TE35160	0	0	0	1	1
AT1TE35180	0	0	0	1	1
AT1TE35230	0	0	0	1	1
AT1TE35235	0	0	0	1	1
AT1TE35240	0	0	0	1	1
AT1TE35245	0	0	0	1	1
AT1TE35250	0	0	0	1	1
AT1TE35255	0	0	0	1	1
AT1TE35260	0	0	0	1	1
AT1TE35270	0	0	0	1	1
AT1TE35275	0	0	0	1	1
AT1TE35280	0	0	0	1	1
AT1TE35285	0	0	0	1	1
AT1TE35290	0	0	0	1	1
AT1TE35300	0	0	0	1	1
AT1TE35305	0	0	0	1	1
AT1TE35310	0	0	0	1	1
AT1TE35315	0	0	0	1	1
AT1TE35320	0	0	0	1	1
AT1TE35325	0	0	0	1	1
AT1TE35380	0	0	0	1	1
AT1TE35390	0	0	0	1	1
AT1TE35395	0	0	0	1	1
AT1TE35400	0	0	0	1	1
AT1TE35410	0	0	0	1	1
AT1TE35415	2902.85334283316	2957.01784237035	0.0238770094540234	0.877269284654474	1
AT1TE35420	0	0	0	1	1
AT1TE35425	0	0	0	1	1
AT1TE35430	0	0	0	1	1
AT1TE35435	0	0	0	1	1
AT1TE35440	0	0	0	1	1
AT1TE35450	0	0	0	1	1
AT1TE35460	0	0	0	1	1
AT1TE35465	0	0	0	1	1
AT1TE35520	0	0	0	1	1
AT1TE35525	0	0	0	1	1
AT1TE35530	0	0	0	1	1
AT1TE35535	0	0	0	1	1
AT1TE35540	57.1022269038356	0	-1.92447029294088	1	1
AT1TE35570	0	0	0	1	1
AT1TE35575	0	0	0	1	1
AT1TE35580	19.0841653073345	145.695810159778	2.44383272853895	0.223003601903628	1
AT1TE35585	0	0	0	1	1
AT1TE35590	0	0	0	1	1
AT1TE35595	0	0	0	1	1
AT1TE35600	0	0	0	1	1
AT1TE35605	0	0	0	1	1
AT1TE35610	0	0	0	1	1
AT1TE35620	0	0	0	1	1
AT1TE35625	0	0	0	1	1
AT1TE35630	0	0	0	1	1
AT1TE35635	0	0	0	1	1
AT1TE35640	0	0	0	1	1
AT1TE35645	0	0	0	1	1
AT1TE35670	0	0	0	1	1
AT1TE35675	0	0	0	1	1
AT1TE35680	0	0	0	1	1
AT1TE35710	0	0	0	1	1
AT1TE35720	0	0	0	1	1
AT1TE35725	0	0	0	1	1
AT1TE35730	0	0	0	1	1
AT1TE35735	0	0	0	1	1
AT1TE35745	0	0	0	1	1
AT1TE35750	0	0	0	1	1
AT1TE35755	0	0	0	1	1
AT1TE35760	0	0	0	1	1
AT1TE35810	0	0	0	1	1
AT1TE35815	0	0	0	1	1
AT1TE35820	0	0	0	1	1
AT1TE35825	0	0	0	1	1
AT1TE35830	0	0	0	1	1
AT1TE35835	0	0	0	1	1
AT1TE35845	0	0	0	1	1
AT1TE35850	0	0	0	1	1
AT1TE35855	27.0712692464815	3.96090015182345	-2.12807443394741	0.0346199517104531	1
AT1TE35860	0	0	0	1	1
AT1TE35870	0	0	0	1	1
AT1TE35900	0	0	0	1	1
AT1TE35930	0	0	0	1	1
AT1TE35940	0	0	0	1	1
AT1TE35945	0	0	0	1	1
AT1TE35950	0	0	0	1	1
AT1TE35955	0	0	0	1	1
AT1TE35960	0	0	0	1	1
AT1TE35965	0	0	0	1	1
AT1TE35970	0	0	0	1	1
AT1TE35980	0	0	0	1	1
AT1TE35985	0	0	0	1	1
AT1TE35995	0	0	0	1	1
AT1TE36030	0	0	0	1	1
AT1TE36035	0	0	0	1	1
AT1TE36040	0	0	0	1	1
AT1TE36045	0	0	0	1	1
AT1TE36050	0	0	0	1	1
AT1TE36055	0	0	0	1	1
AT1TE36060	6.61275028886364	0	-3.19558337965754	0.368020098408421	1
AT1TE36065	0	0	0	1	1
AT1TE36100	0	0	0	1	1
AT1TE36105	577.275829864379	188.216574666982	-1.58559798294673	0.000176430319446369	0.1719589135379
AT1TE36110	0	0	0	1	1
AT1TE36115	0	0	0	1	1
AT1TE36120	0	0	0	1	1
AT1TE36125	0	0	0	1	1
AT1TE36130	0	0	0	1	1
AT1TE36135	0	0	0	1	1
AT1TE36140	1436.62753538556	1952.20240073289	0.511066154841349	0.501688232245646	1
AT1TE36160	70.6372662934786	416.210694678424	2.34197550943804	0.107205694858837	1
AT1TE36200	0	0	0	1	1
AT1TE36205	0	0	0	1	1
AT1TE36210	0	0	0	1	1
AT1TE36215	0	0	0	1	1
AT1TE36220	0	0	0	1	1
AT1TE36225	0	0	0	1	1
AT1TE36230	0	0	0	1	1
AT1TE36235	0	0	0	1	1
AT1TE36240	0	0	0	1	1
AT1TE36245	0	0	0	1	1
AT1TE36255	0	0	0	1	1
AT1TE36290	0	0	0	1	1
AT1TE36340	0	0	0	1	1
AT1TE36345	0	0	0	1	1
AT1TE36350	0	0	0	1	1
AT1TE36480	0	0	0	1	1
AT1TE36485	0	0	0	1	1
AT1TE36490	0	0	0	1	1
AT1TE36495	0	0	0	1	1
AT1TE36500	0	0	0	1	1
AT1TE36505	0	0	0	1	1
AT1TE36510	0	0	0	1	1
